N,P,K,temperature,humidity,ph,rainfall,label
86,59,35,27.794271465784046,75.94862375615746,7.108688377875067,238.03298835793063,rice
69,46,41,24.36452026009527,83.04747841839762,4.781049310236468,249.75170635831387,rice
91,56,37,22.14167681078975,83.69703315823001,6.5084884168895005,276.74528179314495,rice
61,52,41,25.699486391016826,80.40794590785212,7.185793755715453,217.70776894122426,rice
67,45,38,25.803983542931938,85.08082093542362,7.680922477045912,286.7665953353068,rice
79,42,37,24.801355361780097,84.14243682666778,7.1609611126171915,283.612196549098,rice
78,43,42,24.453050581628013,80.3089953090363,7.103338087111361,199.3089504508079,rice
75,54,36,21.05516440182051,79.52641983961897,7.588780477279041,253.3934781620647,rice
97,36,45,23.872503208750448,72.0456010116371,6.868242227298243,285.91276640524035,rice
67,47,44,26.90481804647634,83.53421799649847,7.749981561923897,265.6995436876875,rice
73,35,38,24.291197039068265,74.15525731318972,5.070721451975569,173.31844514301437,rice
77,36,37,27.067970333071003,81.93705831720654,6.0197196021813975,186.81790766833515,rice
81,41,38,18.703323330798217,82.41150280958875,7.603888904129307,201.70295605668085,rice
68,57,43,25.649334974324976,83.77551306719097,5.44292781345254,176.49353773461644,rice
72,45,35,26.144000323023494,81.43659841255068,5.710755802587313,201.9479976391342,rice
61,53,43,29.359020479483032,79.40911623826455,6.6067227738723355,233.63613448257917,rice
67,43,39,25.007179233452707,88.62842503144148,5.988556767713769,192.74945271245355,rice
67,58,39,23.665735094213623,82.2190182754206,5.481911189347977,236.3035471966087,rice
66,60,38,21.082251532830927,85.05116296591389,6.467628047943463,235.89476199455345,rice
82,43,38,25.116975965404148,83.77955435904263,5.3397206808635325,230.1480957965983,rice
84,50,44,26.143422079319368,73.72847485396447,5.604299463562114,196.28870073538337,rice
81,53,42,22.616233522465922,84.81963682993491,5.294727850367487,227.65193514394002,rice
91,50,40,21.85130595622671,87.19653187006801,6.408763779151648,239.32840729685574,rice
93,53,38,27.12410586869608,76.83069594711752,7.102499806062368,300.0,rice
90,44,38,25.77238501106578,82.663468371629,7.685124410952476,245.76823140730403,rice
81,45,35,25.124621982245294,79.92613832186184,5.919539636717632,203.9547685683535,rice
78,40,38,25.808958816804463,83.18394285799134,7.347344792711382,239.04352743490207,rice
60,51,36,21.912361633735685,84.48018848284266,5.6412355660572375,270.22392076885137,rice
88,46,42,19.75616069373576,90.62041661915592,6.495161686647244,192.57394504357185,rice
93,47,37,22.125703984129153,87.54887464836415,6.766429690875764,296.72061494942164,rice
60,55,45,21.93076823435978,76.76822313284295,5.911627979305306,295.1649376616362,rice
78,35,44,26.553707763284923,87.78388592153024,6.804630642869043,190.58549432080324,rice
65,37,40,22.889880013249705,90.23978932767704,5.2361868570849905,191.20166312385462,rice
71,54,16,19.782858045899168,65.624748243446,5.452342080301877,85.67285485779534,maize
61,44,17,25.25889357446928,77.02967149592983,6.706719337653767,99.13956004267642,maize
80,43,16,22.873391906946463,81.65486590850382,6.7357285350527425,75.29894292291344,maize
73,58,21,18.36760500155676,62.80127697053491,6.361285982738794,66.18741012067794,maize
61,38,20,18.15634118666798,63.94158168820864,6.1929852950406605,62.865353923822106,maize
68,41,16,22.58499493362908,63.03384873042377,6.144606560833933,112.90729252993141,maize
93,41,17,29.394088702421058,67.22859390548446,6.065025619788905,104.17512914870217,maize
89,60,19,25.54107981566368,66.80980531642479,5.857989907478421,69.54977474665607,maize
76,44,17,20.93193225144553,60.797177021431345,6.010011968708745,57.688277580966556,maize
67,60,25,24.772730108467666,74.60334085416054,5.906886920555402,99.42881953690235,maize
70,44,19,19.479348809401916,69.36201037029,5.9196179693824345,91.57302804396312,maize
90,49,21,24.787139569101566,76.02029592339058,6.58548110818153,86.39199214336193,maize
62,52,16,22.395727359882056,61.33947986870186,6.924639828015915,55.81925402969491,maize
92,44,16,23.803998674970572,58.771630055990286,6.19141435538181,96.64665192018103,maize
66,54,21,24.805364900437752,62.038415164957115,5.851469976905239,65.55686227372587,maize
63,58,22,18.857148204667226,44.78207179174188,6.205193977432479,61.120491127285625,maize
70,47,17,24.54348826058952,73.54378448415517,6.5458982671267405,89.06220258014748,maize
61,41,17,22.804705224760937,69.68800876494495,5.930458529136161,74.47917776843462,maize
66,53,19,25.37912618903004,57.15415832173974,5.895727835455642,63.56025349195038,maize
74,55,19,19.554203435373548,63.51140839977791,6.382406090771777,89.63901428035696,maize
77,57,21,26.514221994086093,83.57513992875143,6.812685005562692,81.97359632255372,maize
99,50,15,16.32832563041052,68.5657198986903,5.807506831333912,76.09361616047956,maize
74,56,22,21.0892109718722,61.364990024717,6.577886207810913,91.81771525043543,maize
83,45,21,16.029742584415438,66.159137302313,5.974063522281375,81.85632000221995,maize
100,48,16,26.89267234760054,77.03484283265398,5.486270719676414,76.49884308177487,maize
79,51,16,29.718888341619955,68.51683812923923,6.706391184029118,96.37197859614862,maize
94,39,18,21.91007305973862,62.54507298704178,5.711850068590557,97.65261972777779,maize
75,49,15,20.403145810794456,78.2164394076544,5.946659783774801,104.66331629748727,maize
78,48,22,23.289051820175285,59.39217509730808,5.6513952215793815,75.19062044928583,maize
87,54,20,24.610122371767602,61.04464632316066,6.27949724861607,91.36141928654445,maize
87,35,25,18.343942357867736,69.31652766577368,6.299709737268838,60.501903506539044,maize
63,43,19,18.655293709612057,63.95635270354254,6.911093354567663,88.4385812959641,maize
84,57,25,20.410497712547787,70.80697901087177,6.454110777863675,66.97036644694278,maize
64,35,23,23.96756820127036,57.49564825248973,5.952394664165602,74.97154402927126,maize
60,46,22,23.054797881532394,75.54949316849721,6.587465649309517,80.21240035403217,maize
98,44,21,28.87161996003508,71.43425951094017,6.6943949382093235,102.51357323182158,maize
75,56,18,17.832010755327527,60.68181750414274,5.25249147480978,55.8266337535345,maize
86,55,21,20.89743928758865,61.35193079244811,7.287687074862692,101.73626259895458,maize
98,35,18,25.42449511473934,82.59993908357387,6.551889197048591,88.29150676887737,maize
76,57,18,16.51854426713209,78.79588814276111,6.0358007821492645,101.97051572987971,maize
99,56,17,24.563511939208258,75.20545011180955,5.839912550671237,60.53726740635654,maize
60,44,23,27.408993208564855,72.36201008059054,5.780185492661098,81.00674462152904,maize
74,48,17,18.416661090877543,60.49523713321733,6.141831355585248,52.19900867981664,maize
89,60,17,25.74475522706461,60.00095322259253,6.072923382511497,96.08705063557794,maize
69,51,23,22.737147808496847,60.20682768152849,6.883951683832857,103.32642269782013,maize
96,46,22,22.14678585355462,67.51824911465101,6.311655812199596,83.04250029914064,maize
61,60,15,22.401126818243835,69.94909301458391,6.489757742722875,88.51254349247311,maize
74,58,18,17.396368963831446,50.60099711190246,6.888418222561235,87.01170626549082,maize
74,43,23,26.996515771233796,63.8224385790578,6.520399826457712,79.59092300138751,maize
63,43,17,19.882868676466373,64.44815191506939,6.809259334733779,71.65982656346681,maize
99,36,20,21.080804570691754,74.12321750157746,6.387981003617259,84.48375326789909,maize
77,36,23,25.40707174899395,64.59936331607429,6.844299781442228,92.20817715627253,maize
87,60,23,18.91312129684302,61.58379084440919,6.384997716172842,64.1792199780099,maize
60,38,17,18.883837204322006,63.48161395216652,6.196520487361466,88.03572034505667,maize
94,54,17,23.97742681659736,61.37453382195804,6.142055679194866,101.92390129262868,maize
95,38,22,18.420691203947264,58.98670314920189,6.150498613100502,109.71803016026826,maize
84,44,21,25.600823022289514,62.88557439014064,5.84219020520416,90.94804404973583,maize
77,58,19,23.753269141823576,52.71627900556205,6.223474163920659,92.54580107061933,maize
66,44,20,16.695540105594702,63.36990903531237,6.75826363372227,62.65474548068184,maize
63,35,16,23.340316977267662,68.46905535950134,6.19632636016673,80.98434781330207,maize
79,45,20,21.856098549545358,62.393027711109056,5.589117126162905,89.49958922733659,maize
72,60,25,20.099276737484903,65.00604450170005,6.100871210598548,89.2433588922652,maize
67,51,24,25.820169978014807,65.797037803813,5.428142684722446,65.39674776887135,maize
86,36,24,24.90849930329658,69.73398400417334,5.9343222559949975,64.06082724188272,maize
76,48,18,21.222386368488646,70.90063838018992,5.664145062988159,81.30789726586784,maize
75,53,18,21.514561003873,63.539253763062284,6.772732254485128,88.67697131394252,maize
81,45,23,20.970781199988977,67.86643017648144,6.398409941793912,97.8619815213225,maize
73,45,21,28.398908145307896,75.86238958070567,6.560795853742128,93.55569229102,maize
71,35,24,21.78296022799426,56.93978336056214,5.745467841115941,63.078186729563086,maize
96,54,22,24.19449461128502,60.35217155285951,7.186919215434961,99.09651636444083,maize
99,39,18,17.422264710748955,67.2764926255983,6.432230498644325,75.4284581845077,maize
62,48,20,20.07019390006912,56.741813457298804,6.837384882656847,84.45801358968032,maize
86,37,16,20.362964371171792,58.32848401442109,5.4305567768752105,56.64793412131435,maize
94,50,19,23.985857329633287,65.88239292568127,5.7711207911404845,96.91209892300519,maize
76,39,24,24.80812669866004,53.19133025428948,7.011826828748007,68.55477084637597,maize
77,52,17,26.518115838072045,64.31762713315165,5.778985735385131,83.21945935117833,maize
74,39,23,22.652515283755815,64.4938300475231,6.583163187972045,113.89246350494969,maize
81,49,20,20.94892328431463,59.407455810646105,5.658305510915972,81.73783695799236,maize
63,42,21,22.733062453524088,72.02243423069935,5.815526573927919,73.18960728124418,maize
99,38,21,28.32364755317924,73.99443205043033,6.009330202272374,62.156467254277686,maize
90,52,25,27.226158285530012,73.73644258066261,6.636801249507854,97.35926971111228,maize
68,40,19,24.429524937167436,62.95687310575867,6.554600620269667,101.03841531746122,maize
60,57,24,16.519377133877775,55.537268213054276,6.106722503231789,65.94477996192026,maize
71,52,18,26.07281932048637,50.76710547878449,6.168625962100799,95.0060252760345,maize
61,59,17,22.8915205793483,56.809791434025364,6.522077181227926,113.43128767013903,maize
88,38,15,26.510398178184182,64.16235185091745,6.286962259020275,62.72386790557375,maize
65,60,22,26.314158889147087,68.6705652190127,6.6511102468614345,121.42256862487,maize
78,37,22,25.196513204686255,56.83743661875053,6.260136839509223,59.39553060701124,maize
78,58,15,23.31574611386319,65.53596386262906,6.593582913906709,49.60654362669074,maize
92,60,23,15.637772790628272,72.42360710056985,5.837780678407123,48.153255228053126,maize
79,59,17,19.486966745865956,66.71364730917783,6.886051614444788,101.51129619876713,maize
91,55,15,19.805799858646942,69.8231264544584,6.371793791865995,80.57858067704753,maize
76,51,18,26.59804655826041,69.89747705928283,6.574832527519967,80.87783970932334,maize
87,48,25,16.162489162576023,56.74530516576345,6.838334540507238,95.1138108605988,maize
71,60,22,26.421063061702366,59.21428003812612,6.0633137910375625,71.64635563933918,maize
90,57,24,19.699153919457675,68.55871819904593,6.600831417149693,90.37317660614022,maize
67,35,22,21.537752657597736,66.112119296206,6.451083116654019,111.15657528238998,maize
60,54,19,19.055717331891056,53.569452120329444,6.250795592205553,77.56455878466,maize
83,58,23,19.858550646892,57.86448267773769,6.711784519246084,46.58099211409949,maize
83,57,19,23.444503724338755,72.2529292559587,7.293424522039689,101.8526219679779,maize
40,72,77,17.740559280696566,20.0,7.479391014256088,76.67357903082473,chickpea
23,72,84,20.142181822736468,30.596759579902482,6.819521325924881,75.95374828448638,chickpea
39,58,85,20.053867236350552,20.0,5.962457045509268,73.89297817636383,chickpea
22,72,85,20.975660574069806,20.0,6.53411993450354,89.42142589255913,chickpea
36,67,77,15.614186934085819,20.0,7.408382503006104,70.74817685220681,chickpea
32,73,81,18.575135740169756,20.0,6.103090262172716,92.74646858184418,chickpea
58,70,84,21.684390834417318,20.0,6.2513936696943535,59.347758647563566,chickpea
59,70,84,18.362440001824417,20.0,7.850410621060886,94.12002116898296,chickpea
42,62,75,19.209217952612097,23.48122072780081,6.948003246389695,79.79713509503749,chickpea
28,74,81,25.718185641309443,20.0,8.5,93.17118735255326,chickpea
58,66,79,22.135516601386332,20.0,8.5,88.28748417903957,chickpea
43,66,79,21.733470990361198,20.0,8.062812184602178,69.34989108593417,chickpea
58,63,81,21.721448836986404,23.391909839266656,6.492787036041909,71.32327922362154,chickpea
23,62,85,20.277030062611594,20.0,8.478956705469438,89.47261381693076,chickpea
27,62,77,17.566831990719308,23.873490587396006,6.500938258507558,63.08754023671524,chickpea
28,72,84,20.247569880986532,23.252731450591334,6.750753849236138,78.02605601415178,chickpea
50,56,76,19.449371100924857,22.27046403667693,7.820019817378292,69.68281621330709,chickpea
39,71,84,19.807921766519982,20.0,7.992778986490259,62.763763551083805,chickpea
25,78,76,16.50969931434179,20.0,7.6531621651690225,61.26666513213534,chickpea
31,70,77,21.051935028772643,20.0,6.688115558930867,78.67120119637151,chickpea
26,80,83,21.714302343347015,20.0,7.051577217261394,71.64909976682337,chickpea
25,68,77,16.358875544816502,20.0,7.58839469815792,73.84497162325509,chickpea
31,78,76,18.944641830749028,20.0,8.15757788048759,98.57025765714616,chickpea
60,68,83,15.895220437620697,20.0,6.430762730316949,84.61874303646974,chickpea
59,62,83,17.632795288421136,20.0,7.476693124753191,71.1734444624126,chickpea
22,67,78,19.343965173934734,22.945102831277456,6.176692919461211,78.88559653787581,chickpea
36,65,80,18.415760738190926,22.913674737673595,5.822702975167738,84.51352508075863,chickpea
59,60,84,16.874763494141387,20.0,7.702943389359287,94.50893285230349,chickpea
54,77,85,15.71125398148006,21.823489085290433,7.504186892223494,76.03406379450709,chickpea
43,68,81,18.83728985786935,20.0,6.778182076634408,61.18090617887871,chickpea
28,76,82,19.105285476565726,20.0,6.571442059375935,76.8988737796482,chickpea
42,79,85,17.65676941916395,20.0,6.42992447003772,70.40368707352037,chickpea
32,60,83,19.782560809807627,27.25669822254099,8.5,92.83129100992296,chickpea
22,78,76,16.545315884788366,20.0,8.5,72.87323831861973,chickpea
31,79,75,23.10811327865065,20.0,8.139539318867756,96.61052368051428,chickpea
28,58,81,18.74284788463602,20.0,6.577503549052058,87.2205099072931,chickpea
57,58,77,14.676209076684785,27.104746597865038,7.668389699432035,80.63135348147058,chickpea
49,55,78,19.028709699538854,24.307521256810315,7.582401945087267,93.54756740196889,chickpea
46,76,77,16.912102170463225,30.77928618724067,6.951086428022187,87.16704557954967,chickpea
54,61,77,20.51684793959245,20.0,6.6573898147842225,76.94256698311438,chickpea
38,60,76,17.065499683134597,20.0,8.5,71.90854240064823,chickpea
59,55,79,20.1377311270662,20.0,8.5,75.92224373285023,chickpea
36,76,75,19.391178127960913,24.02272371059137,8.447955833777637,62.01443444048053,chickpea
57,68,81,18.901636298340243,20.0,8.270281180054075,67.37617357217101,chickpea
35,66,81,16.970418395888448,20.0,6.32887922386587,92.80485689744314,chickpea
35,64,78,17.259456808318102,20.0,7.654460299279982,83.15490497707731,chickpea
52,60,79,18.503508717678088,20.0,8.254341136430527,62.13402590618769,chickpea
27,76,83,17.821635414852576,20.0,6.1482726623253985,107.30027119059784,chickpea
57,60,84,22.634336780562194,20.0,6.328152738919006,78.69066358145163,chickpea
52,68,78,18.29500417192191,20.0,6.913326480352187,71.9813463648683,chickpea
43,79,79,16.88574953132991,20.0,7.590666190144301,75.83215709759176,chickpea
44,74,85,22.022218154109552,23.803869508901535,6.9151980019501424,79.36925941828417,chickpea
24,55,78,21.547191244025264,20.0,6.5644575866178645,92.62382477297378,chickpea
29,77,75,19.568541891102296,20.0,7.680760382963156,61.86354251741131,chickpea
20,60,78,15.133610058091975,20.790655431527792,6.251144649235609,100.53647789355946,chickpea
56,67,78,16.605988034267497,20.0,8.348739677368053,91.81377850972343,chickpea
37,66,85,23.465574848373244,20.0,6.471958034430056,71.7825648992543,chickpea
49,71,76,18.29564438876244,20.0,6.555440938897776,82.80411818139767,chickpea
59,69,80,19.967015696292457,23.76617531180355,8.201961882662296,59.0430988962623,chickpea
20,79,77,20.09915437685867,20.0,7.450369251779073,74.29104107919694,chickpea
24,56,85,16.345175526843832,20.0,6.566944282781935,80.27464055657069,chickpea
51,72,75,18.7694746178764,20.0,7.134345295568927,86.70783838082373,chickpea
57,73,85,12.010577369861856,20.0,7.057490250128504,102.84778823020447,chickpea
22,64,82,17.44096808733142,20.57940074221474,6.673163250874073,80.03216731378353,chickpea
52,73,79,16.752558687213682,20.79247608850884,7.664052647954599,74.32962149774005,chickpea
29,75,75,17.1285968960703,20.0,7.082852324841287,88.24612140723758,chickpea
44,59,78,23.940087337863268,20.0,7.831915820107055,87.7188153796864,chickpea
41,69,82,17.163532134078736,20.0,6.900722583542775,71.47224229685041,chickpea
52,56,85,19.23865562660604,20.0,6.8239908977137675,85.41495395490956,chickpea
34,76,80,20.918399084572183,21.99062817244531,7.912917592423586,66.48563242663934,chickpea
42,74,83,22.14080227813223,20.0,7.734760805715114,80.93486840352249,chickpea
34,71,79,15.056081697641122,20.0,7.863937192561724,78.4560693096251,chickpea
27,73,79,21.48921018430992,20.0,7.231300446991174,78.96398403996915,chickpea
30,70,79,20.289888832039175,20.0,7.154143505599662,64.64251364904004,chickpea
57,57,75,15.128024927904097,20.0,7.3705680396608,85.5759250832227,chickpea
27,79,82,17.989999878526543,20.0,6.337811291336717,87.23890538830639,chickpea
32,71,85,21.02579431114694,20.0,6.387442766996321,90.23329596473802,chickpea
31,76,82,19.62441134568241,20.0,7.826518265928509,79.00714867479293,chickpea
33,75,84,19.60170817998004,20.18928357163187,7.288829477696074,63.99091578063697,chickpea
47,80,77,16.41185652627648,20.0,7.827953844834538,83.84000701441965,chickpea
54,62,80,17.716151680502495,20.0,7.350072228416765,99.05595587744676,chickpea
47,79,78,18.808215119042092,20.0,6.837326800193524,69.61978680431388,chickpea
35,57,83,22.655201572290707,20.0,7.371017667179069,81.32635813785426,chickpea
53,73,77,17.2379663323463,20.38509032026776,7.4809704913584545,74.01259368174235,chickpea
45,61,78,23.752559799312532,20.0,6.197637603493861,57.685359012142555,chickpea
37,78,79,16.048472690954995,20.0,7.833393381873238,96.13253974284817,chickpea
30,75,81,19.114327169928835,20.0,6.011500297710819,69.83678305995844,chickpea
37,55,82,20.632552892969155,24.96404791104224,8.37044620581165,82.73252614660726,chickpea
53,65,76,20.753361325470063,20.0,8.5,70.22333161916295,chickpea
22,60,85,17.59389176035881,20.0,7.707804266753781,90.93732715022908,chickpea
60,61,78,20.295948319285447,20.542718780437315,6.107065679248807,89.92634930496827,chickpea
42,67,77,18.008242610682334,20.0,7.283628981859187,88.91330183073039,chickpea
39,76,76,18.789645106111575,20.0,8.115208168030616,65.36999225396906,chickpea
35,63,76,19.51484967404205,20.0,7.616238908593865,111.64757923109798,chickpea
30,65,82,21.428274811930095,20.0,7.112177253230855,81.08751091015037,chickpea
57,56,78,15.955683099478692,38.38745108218163,8.5,55.197716900042685,chickpea
48,65,78,19.236526890866504,20.0,8.091828717956309,71.80720746748044,chickpea
36,56,83,19.51240119175322,28.385312708805543,7.685185633637568,62.57837354843584,chickpea
40,58,75,20.217631947677923,20.0,7.255205318798473,67.66599981179975,chickpea
49,69,82,19.574872613847223,20.0,7.296415604515429,97.7818140311379,chickpea
13,60,25,15.478937718155857,20.367855703493788,5.206755202333917,135.28828742220006,kidneybeans
25,70,16,18.51438123960606,20.0,5.623440933707373,111.69189147899313,kidneybeans
31,55,22,24.408089660246524,20.0,5.7770570113595054,110.87959260299704,kidneybeans
40,64,16,17.65414395086693,25.888002427865043,5.551698572190494,126.55160581307562,kidneybeans
2,61,20,22.097943342071705,20.0,5.724133521956913,71.80511118444562,kidneybeans
26,65,22,18.082720376617562,22.52911534760883,5.553781786815475,151.51622484784008,kidneybeans
17,57,21,22.43926990157685,20.0,5.781549521860525,50.407547622174974,kidneybeans
26,80,18,18.141953602328343,20.0,5.744774715169764,79.46070153749187,kidneybeans
17,59,17,19.51089486234008,21.17823509002093,5.911213036724866,130.70904532219075,kidneybeans
27,59,22,21.407291185132213,29.49165853431286,5.877115396415848,128.6432337597246,kidneybeans
28,58,24,19.291662873545558,20.0,5.555511194760285,145.1187235641471,kidneybeans
25,57,19,19.351883243974378,21.6629746810481,5.180109864296009,95.28188374514536,kidneybeans
28,80,17,21.27291095797606,20.0,5.458045844119699,150.5328035223121,kidneybeans
25,60,22,23.25851075200128,24.9688062596181,5.6334665115491,136.9526928524392,kidneybeans
12,78,23,18.676185154308655,22.152335643951023,5.820352590392865,100.0217016308671,kidneybeans
6,77,25,20.653629723265517,33.60618551648206,5.760795149401683,54.44864074186685,kidneybeans
22,79,17,22.78841693258993,20.0,5.709457045374607,121.5665104447739,kidneybeans
27,80,15,18.450428136813088,24.554196683789534,5.856182129733654,92.48455941336942,kidneybeans
10,55,23,21.836864484976886,20.124723687694722,5.681778380440106,124.79924043919762,kidneybeans
23,65,20,22.78262359126463,28.90546862931507,5.836049226348205,93.3397255131761,kidneybeans
19,78,16,20.847750259985435,20.0,6.195583346534241,60.25826820524398,kidneybeans
19,65,25,19.285824190873825,22.01821092438641,5.3890500991599275,138.1748178748471,kidneybeans
22,70,19,16.601315653533057,20.102946249416593,5.599355938658474,76.9837104850243,kidneybeans
37,64,22,21.666671901370922,20.0,5.9518707033047855,115.79474906308906,kidneybeans
11,71,17,17.907143837000596,21.932004002241865,5.67975051380606,74.12205860718795,kidneybeans
18,79,20,17.846769634424536,24.496562382133387,6.054398779173193,133.6358169330544,kidneybeans
21,63,17,18.089923887000136,20.0,6.155776795911402,119.53046474154212,kidneybeans
24,80,22,18.29503180792587,20.250080245852633,5.446695806802315,96.90329191376952,kidneybeans
34,60,22,18.90972121410431,26.043617817810922,5.598799661228415,98.87866584643088,kidneybeans
16,75,21,19.76361926852856,28.54394907807609,5.735466682516813,85.9512739129895,kidneybeans
17,77,23,24.48875432430617,25.161049342484482,5.615461625395483,77.11558281326523,kidneybeans
37,72,18,17.08164123702834,22.262685239880646,5.84124633145756,97.92033413396757,kidneybeans
40,73,20,21.745039276387452,20.0,5.867552635582056,74.29380326940104,kidneybeans
9,77,17,18.769409416975776,29.228528311188764,6.149937664071203,108.26316398921504,kidneybeans
1,62,23,17.3857001168355,22.755013032648968,5.301752604814043,137.42600958024653,kidneybeans
33,59,22,22.348253996995723,28.957314608754913,5.9225123310505206,147.3976064793428,kidneybeans
23,59,19,20.334613596414975,21.853144750153852,5.670346496697562,119.00866520201404,kidneybeans
6,62,22,19.887754946694013,20.0,5.944912475087809,116.91407120432994,kidneybeans
25,63,20,16.61187677855125,20.0,5.179564740990891,82.84596889836,kidneybeans
7,79,23,18.50908579439205,20.0,5.890912456044977,106.18350903536168,kidneybeans
